company_name,uid,sitz,kanton
K2 Invest AG,CHE-385.729.855,Basel,BS
K7 Center Bubendorf AG,CHE-328.680.549,Bubendorf,BL
Kacefa AG,CHE-112.275.751,Basel,BS
Kadent AG,CHE-482.395.333,Basel,BS
Kaffee Casablanca AG,CHE-115.200.301,Allschwil,BL
Kage-Holding AG,CHE-103.076.750,Riehen,BS
Kägen Holding AG,CHE-115.267.452,Reinach (BL),BL
Kägi & Schnabel Architekten AG,CHE-113.897.607,Basel,BS
Kaiser IIE AG,CHE-114.946.504,Basel,BS
"Kaiser & Kaiser, dipl. Malermeister AG",CHE-111.695.257,Basel,BS
KAISER MARKETING CONSULTING AG,CHE-116.271.539,Basel,BS
Kaiser Maschinen und Fahrzeuge AG,CHE-107.211.024,Laufen,BL
kajelini Holding AG,CHE-115.304.515,Zwingen,BL
Kalbermatten Haustechnik AG,CHE-106.605.811,Arlesheim,BL
Kalibios AG,CHE-271.960.481,Basel,BS
KALIFORNI AG,CHE-113.076.674,Birsfelden,BL
Kälin Hobeltechnik AG in Liquidation,CHE-105.618.739,Reinach (BL),BL
Kälin Metallbau & Kunstschlosserei AG,CHE-137.045.612,Binningen,BL
Kalipsia AG,CHE-283.706.179,Basel,BS
Kaliver AG,CHE-115.917.540,Pratteln,BL
KALLA AG,CHE-114.857.361,Bubendorf,BL
Kallysoft Informatik AG,CHE-109.421.348,Allschwil,BL
Kälte AG,CHE-107.733.854,Münchenstein,BL
Kälte FM AG,CHE-363.301.839,Basel,BS
Kamet AG in Liq.,CHE-356.901.649,Basel,BS
KamKam AG,CHE-363.840.817,Basel,BS
Kammaco AG,CHE-166.133.827,Basel,BS
Kämpf AG,CHE-105.805.098,Basel,BS
Kampfsportcenter Kun-Tai-Ko AG,CHE-106.777.464,Füllinsdorf,BL
Kanaan Sellers Group AG,CHE-130.130.607,Basel,BS
Kan AG,CHE-103.978.552,Basel,BS
Kanal-Institut AG,CHE-401.823.058,Diepflingen,BL
Kanalreinigungs-AG,CHE-107.733.788,Basel,BS
Käner Personal Basel AG,CHE-310.847.005,Basel,BS
Kantator Holding AG,CHE-114.470.097,Basel,BS
Kantensprung AG,CHE-101.250.273,Basel,BS
Kapal AG in Liquidation,CHE-115.112.878,Basel,BS
Kapitell Immo AG,CHE-251.470.937,Reinach (BL),BL
Kappo AG,CHE-430.646.798,Basel,BS
Kapulica AG,CHE-106.829.434,Pratteln,BL
Karakun AG,CHE-133.133.341,Basel,BS
Karaya Trans AG,CHE-148.822.076,Basel,BS
KardioReha futuro AG,CHE-307.466.275,Liestal,BL
Karibu Health Energy AG,CHE-230.808.686,Basel,BS
Karka AG,CHE-102.746.482,Allschwil,BL
Karl Gassler AG,CHE-101.479.108,Rickenbach (BL),BL
Karl Haug AG,CHE-107.732.837,Basel,BS
Karl Jakob Nachf. von J.J. Steiger sel. Erben AG,CHE-103.940.650,Basel,BS
Karl Martin AG,CHE-107.260.956,Frenkendorf,BL
Karl Meyer Holding AG,CHE-100.940.926,Basel,BS
Karl Meyer-Spinnler AG,CHE-105.825.215,Muttenz,BL
Karl Rottenhöfer AG,CHE-262.321.431,Basel,BS
Karl Striby Immobilien AG,CHE-100.823.976,Ettingen,BL
Karl Strübin-Steiner AG,CHE-100.079.539,Liestal,BL
Karl Tschudin AG,CHE-105.815.547,Liesberg,BL
Karmel Services SA in Liquidation,CHE-103.242.801,Basel,BS
Karolev Holding AG,CHE-109.095.964,Basel,BS
Karon AG,CHE-109.550.922,Basel,BS
Kart Basel AG,CHE-191.760.269,Basel,BS
Kart & Partner AG,CHE-106.724.232,Basel,BS
KARYBU LTD,CHE-306.206.932,Basel,BS
Kasa & Balazi GU AG,CHE-196.842.532,Basel,BS
Kassner Musik AG,CHE-109.311.702,Basel,BS
KATERLOS AG,CHE-150.130.065,Allschwil,BL
Kathobe AG,CHE-475.257.708,Basel,BS
Kathowa AG,CHE-106.005.054,Basel,BS
Katto AG,CHE-390.404.956,Basel,BS
kauf clever ag,CHE-164.815.554,Pratteln,BL
kauf einfach ag,CHE-221.580.372,Pratteln,BL
Kaufmann WKSB AG,CHE-107.733.624,Laufen,BL
"KAUFMANN, WUNDERLIN & PARTNER AG",CHE-116.132.671,Basel,BS
KAVKAS INVEST AG,CHE-491.600.874,Bottmingen,BL
K. Bitterli & Partner Ingenieure AG,CHE-108.393.169,Gelterkinden,BL
KB & P Consulting AG in Liquidation,CHE-109.910.386,Basel,BS
KB Regio Dienstleistungen AG,CHE-105.938.523,Aesch (BL),BL
KBZ-Gastronomie-Einrichtungs AG,CHE-104.809.461,Pratteln,BL
KCH Bioenergie Swiss AG,CHE-165.217.864,Basel,BS
KDS Distribution AG,CHE-107.379.356,Bottmingen,BL
Keberle-Holding AG,CHE-230.740.338,Basel,BS
KEBU Immobilien AG,CHE-173.521.873,Liestal,BL
KEFI Holding AG,CHE-377.166.312,Pratteln,BL
Kehrichtbeseitigung Laufental-Schwarzbubenland AG KELSAG,CHE-105.850.087,Liesberg,BL
Kehrli & Witra AG,CHE-107.303.519,Basel,BS
Keiala AG,CHE-186.750.035,Basel,BS
Keigel AG,CHE-101.336.319,Frenkendorf,BL
Keigel Immobilien AG,CHE-101.967.141,Pratteln,BL
Keires AG,CHE-340.540.385,Basel,BS
KEISER Schweiz AG,CHE-139.389.927,Liestal,BL
Kelena AG,CHE-404.726.960,Ramlinsburg,BL
Kellenberger Elektrofachgeschäft AG,CHE-107.779.603,Duggingen,BL
Keller AG,CHE-102.543.619,Basel,BS
"Keller-Grimm AG, Treuhand und Beratung",CHE-104.481.538,Allschwil,BL
Keller Relocation AG in Liquidation,CHE-111.687.298,Basel,BS
Keller Schweiz Holding AG,CHE-104.823.604,Basel,BS
Keller Swiss Group AG,CHE-113.296.098,Basel,BS
KELSAG BIOPOWER AG,CHE-115.760.818,Liesberg,BL
KEMA Swiss Group AG,CHE-115.749.946,Basel,BS
KEMTAN AG Specialty Chemicals,CHE-110.163.992,Reinach (BL),BL
Keramik AG in Liq.,CHE-102.540.992,Ettingen,BL
Kerart Revenues Holding SA,CHE-331.442.625,Basel,BS
Kereon AG,CHE-109.628.665,Basel,BS
Kerko AG,CHE-101.414.304,Basel,BS
Kern AG vorm. E. Sommerhalder Sohn,CHE-101.272.323,Basel,BS
Kernel Management & Consulting AG in Liquidation,CHE-458.243.817,Arlesheim,BL
Kestenholz AG,CHE-101.224.755,Therwil,BL
Kestenholz Automobil AG,CHE-105.948.177,Pratteln,BL
Kestenholz Automotive Holding AG,CHE-387.795.248,Pratteln,BL
Kestenholz Holding AG,CHE-102.962.005,Pratteln,BL
Kestenholz Immobilien AG,CHE-108.093.738,Pratteln,BL
KetoSwiss AG,CHE-231.812.006,Basel,BS
Kettl Landmaschinen AG,CHE-110.174.493,Dittingen,BL
Keune Haircosmetics Schweiz AG,CHE-102.232.846,Basel,BS
Key4more AG,CHE-101.309.736,Aesch (BL),BL
KEY ADVISORS AG,CHE-115.677.560,Basel,BS
Key Search AG,CHE-491.958.637,Basel,BS
K.F. Roser AG - Immobilien und Beteiligungen,CHE-102.349.075,Birsfelden,BL
KGC Switzerland AG,CHE-331.194.841,Basel,BS
K. Hämmerli AG in Liquidation,CHE-101.966.348,Pratteln,BL
kHaus AG,CHE-450.227.312,Basel,BS
K. Hauser AG,CHE-107.733.334,Basel,BS
KIBAG Kies Basel AG,CHE-108.098.285,Basel,BS
KIB Immobilien AG,CHE-105.968.702,Basel,BS
Kibo Properties AG,CHE-380.377.513,Muttenz,BL
Kickfund AG,CHE-223.236.017,Basel,BS
Kidex Versand AG,CHE-103.869.897,Basel,BS
Kiechle AG Orthopädie-Technik und Podo-Orthesiologie,CHE-181.177.246,Basel,BS
Kiefer Projekt AG,CHE-113.006.283,Therwil,BL
Kiefer & Studer AG Geotechniker SIA/USIC,CHE-107.968.742,Reinach (BL),BL
Kieswerk Hard AG,CHE-103.365.131,Liestal,BL
Kigaru AG,CHE-100.958.607,Basel,BS
Kimara AG,CHE-104.014.088,Basel,BS
Kimé SA,CHE-115.944.732,Basel,BS
KIM Kosmetik- & Nagelstudio AG,CHE-473.894.672,Basel,BS
Kimmy Repond AG,CHE-281.319.334,Basel,BS
Kinarus AG in Liquidation,CHE-496.256.034,Basel,BS
Kindermedizinischeszentrum Liestal AG,CHE-295.057.695,Liestal,BL
Kindoh AG in Liquidation,CHE-348.498.611,Basel,BS
Kineo Finance AG,CHE-176.996.149,Basel,BS
Kingdom Chemicals AG,CHE-115.703.654,Binningen,BL
Kinisi AG,CHE-199.124.611,Binningen,BL
KINOKONI BASEL AG,CHE-433.928.112,Basel,BS
Kinvar AG,CHE-103.940.621,Muttenz,BL
"Kipfer Rolf AG, Schreinerei/Innenausbau",CHE-100.649.827,Grellingen,BL
Kipp Schweiz AG,CHE-379.316.404,Liestal,BL
Kirchmatt Immobilien AG,CHE-324.949.190,Birsfelden,BL
Kirschgarten AG,CHE-222.379.772,Binningen,BL
Kiry Metallbau AG,CHE-102.464.405,Oberwil (BL),BL
Kissling Mechanik Laser AG,CHE-112.386.913,Riehen,BS
Kistenfabrik und Holzhandels AG,CHE-102.274.081,Thürnen,BL
KIST Liegenschaften AG,CHE-473.875.025,Basel,BS
kjulabs AG,CHE-494.199.247,Basel,BS
KKG Kälte für Klima + Gewerbe AG,CHE-106.352.656,Basel,BS
k Kiosk AG,CHE-100.258.177,Muttenz,BL
Klanag Aktiengesellschaft,CHE-102.686.236,Basel,BS
Klara 13 AG,CHE-414.559.758,Basel,BS
Klaus AG,CHE-107.783.071,Liestal,BL
Klebatech AG,CHE-108.453.564,Münchenstein,BL
Klebtec AG,CHE-318.288.836,Münchenstein,BL
KLEE Begleitung AG,CHE-370.418.323,Basel,BS
Kleidi Handels AG,CHE-442.350.560,Aesch (BL),BL
Kleinrath AG,CHE-106.283.133,Liestal,BL
Kleintierklinik Klaus AG,CHE-100.393.071,Liestal,BL
Kleintierpraxis Am Ring AG,CHE-387.086.471,Basel,BS
Kleintierpraxis Dr. Maute AG,CHE-347.839.827,Muttenz,BL
klein TREUHAND AG,CHE-114.475.284,Pratteln,BL
Klima AG,CHE-109.401.104,Basel,BS
KlimaLogik AG,CHE-115.765.916,Münchenstein,BL
Klingelberg-Garage AG,CHE-102.313.870,Basel,BS
Klingental AG,CHE-116.250.566,Basel,BS
Kling Liegenschaftsverwaltung AG,CHE-440.384.074,Basel,BS
Klinik Arlesheim AG,CHE-114.634.855,Arlesheim,BL
Klinik Birshof AG,CHE-103.714.510,Münchenstein,BL
Klinik Sonnenhalde AG - Psychiatrie und Psychotherapie,CHE-101.135.330,Riehen,BS
Klin-X AG,CHE-328.078.909,Binningen,BL
Klixa AG in Liquidation,CHE-113.819.292,Muttenz,BL
klm-Immobilien AG,CHE-346.322.272,Biel-Benken,BL
Klostermatten AG,CHE-102.312.190,Basel,BS
Kloter Architekten AG,CHE-136.257.583,Basel,BS
Klus 177 AG,CHE-105.581.131,Aesch (BL),BL
Klybeck-Apotheke AG,CHE-435.814.695,Basel,BS
KMH Moto-Sport AG,CHE-106.606.101,Gelterkinden,BL
KM Top Gardening AG,CHE-300.735.592,Basel,BS
KMU Förderung Management AG,CHE-138.034.841,Pratteln,BL
KMU Jobs AG,CHE-115.218.353,Pratteln,BL
KMU Lehrbetriebsverbund AG,CHE-331.069.710,Pratteln,BL
kmuOnline ag,CHE-105.187.521,Basel,BS
KMU Services Management AG,CHE-104.350.793,Pratteln,BL
KMU Vision AG,CHE-101.685.352,Binningen,BL
Knauf AG,CHE-105.823.469,Reinach (BL),BL
Knauf Insulation Holding AG,CHE-103.284.142,Reinach (BL),BL
KNECHT BAUUNTERNEHMUNG AG,CHE-104.537.860,Münchenstein,BL
KNEF AG,CHE-306.542.270,Basel,BS
Kneier Informatik AG,CHE-105.025.597,Allschwil,BL
Knoell Rahmen AG,CHE-140.108.489,Basel,BS
Knüsel + Partner Treuhand AG,CHE-108.524.537,Liestal,BL
KOBELLA LIMITED,CHE-100.345.480,Basel,BS
Koechlin AG,CHE-109.756.518,Basel,BS
Koechlin Schmidt Architekten AG,CHE-109.510.845,Basel,BS
KOGEVO Holding AG,CHE-114.268.101,Basel,BS
Kohler AG Muldenservice,CHE-107.732.286,Basel,BS
Kohler Fenster Holding AG,CHE-235.810.093,Münchenstein,BL
Kohler + Fritsche Immobilien AG,CHE-115.228.311,Allschwil,BL
Kohler Holding AG,CHE-336.694.921,Allschwil,BL
KOHLERSTRAUMANN ARCHITEKTEN AG,CHE-448.897.822,Basel,BS
Kokon Immobilien AG,CHE-252.848.903,Muttenz,BL
Kolb AG,CHE-107.779.678,Ettingen,BL
Koller Kaminfeger AG,CHE-348.865.773,Hölstein,BL
Koller & Partner Immobilien AG,CHE-115.437.180,Reinach (BL),BL
Kolob AG,CHE-112.148.590,Ramlinsburg,BL
Kolter Immobilien AG,CHE-186.541.690,Münchenstein,BL
Kombiverkehr Intermodal Services AG,CHE-106.178.772,Basel,BS
Kompetenzzentrum für Arbeitssicherheit AG,CHE-236.208.148,Pratteln,BL
Konapharma AG,CHE-108.763.272,Pratteln,BL
Konditorei Buchmann AG,CHE-106.085.188,Münchenstein,BL
Konfektionshaus Birsig AG,CHE-102.672.688,Basel,BS
König Baumanagement AG,CHE-370.628.642,Muttenz,BL
König Reisen AG,CHE-106.536.506,Reinach (BL),BL
konkreet bewegt AG,CHE-142.377.913,Arlesheim,BL
KONMAB Beteiligungs AG,CHE-376.413.086,Basel,BS
Konrad Immobilien AG,CHE-151.869.121,Biel-Benken,BL
Konrad Lifestyle AG,CHE-326.582.108,Biel-Benken,BL
Konrad Lifestyle Holding AG,CHE-398.773.506,Biel-Benken,BL
Konsolen AG,CHE-101.162.054,Ziefen,BL
KONTUR Projektmanagement AG Basel,CHE-130.363.695,Basel,BS
Köpfer Metallbau AG,CHE-102.345.657,Basel,BS
KOPFWERK Basel AG,CHE-114.300.868,Basel,BS
KOPPELMANN AG,CHE-359.227.708,Liestal,BL
Körber Pharma Packaging Materials AG,CHE-102.464.055,Allschwil,BL
Korduna AG,CHE-112.800.812,Füllinsdorf,BL
Korify Capital AG,CHE-362.601.635,Basel,BS
Korify Investment Group II AG,CHE-180.618.839,Basel,BS
Kost Sport AG,CHE-101.227.268,Basel,BS
Kostüm Kaiser AG Schweizerische Kostüm- und Fahnenfabrik,CHE-102.428.119,Aesch (BL),BL
Kottmann-Kohler Gartenbau AG,CHE-157.992.932,Dittingen,BL
Kovacs Experience AG,CHE-151.968.496,Basel,BS
K+P Architektur AG,CHE-173.726.843,Basel,BS
kp personal AG in Liquidation,CHE-114.924.454,Basel,BS
Krafft AG,CHE-109.892.386,Basel,BS
Kraft E.L.S. AG,CHE-107.408.644,Münchenstein,BL
Kraftwerk Augst AG,CHE-108.131.600,Augst,BL
Kraftwerk Birsfelden AG,CHE-102.674.865,Birsfelden,BL
Kraftwerk-Garage AG,CHE-101.575.048,Bubendorf,BL
Kraftwerk Weissholz Guggerhorn AG,CHE-343.482.904,Giebenach,BL
Kramer Schweiz AG,CHE-292.555.488,Pratteln,BL
Kraske electronics AG,CHE-107.986.326,Aesch (BL),BL
Krattiger AG Fenstertechnik Schreinerei in Liquidation,CHE-109.844.393,Lausen,BL
KRC Holding AG,CHE-408.324.709,Liestal,BL
kreacasa AG,CHE-274.040.246,Muttenz,BL
Krebser Immobilien AG,CHE-106.570.383,Reinach (BL),BL
Kreglinger International AG,CHE-103.907.003,Basel,BS
Kreis Immobilien AG,CHE-103.621.104,Basel,BS
KREIS INTERNATIONAL AG,CHE-103.766.211,Basel,BS
Kreis Verwaltungs-AG,CHE-110.603.608,Basel,BS
kreisvier communications ag,CHE-110.586.559,Basel,BS
KREN Architektur AG,CHE-115.175.672,Basel,BS
Kreskado AG in Liquidation,CHE-440.637.909,Bottmingen,BL
"Kresta, Schnider & Partners AG",CHE-109.691.847,Basel,BS
KRIEGER AG,CHE-101.537.697,Muttenz,BL
KriyaBio SA,CHE-330.523.445,Basel,BS
Krohne AG,CHE-105.815.122,Basel,BS
Kronen Rotpunkt Apotheke AG,CHE-144.949.022,Binningen,BL
Kroo Security AG,CHE-461.949.042,Muttenz,BL
Krüsi AG,CHE-107.783.616,Reinach (BL),BL
Krüsi Küchen AG,CHE-107.781.132,Allschwil,BL
KSC Bau AG,CHE-182.256.753,Aesch (BL),BL
K. Schweizer AG,CHE-105.846.536,Allschwil,BL
KSE Proventus Informatik AG,CHE-107.367.318,Liestal,BL
KS Produktions AG,CHE-100.164.033,Schönenbuch,BL
K.S.S. real estate management AG,CHE-233.460.786,Füllinsdorf,BL
KS Taxi AG,CHE-109.892.392,Basel,BS
KT8 AG,CHE-392.837.102,Basel,BS
KTB-Treuhand AG,CHE-107.257.291,Basel,BS
KTK Kindertagesklinik Liestal AG,CHE-107.635.654,Liestal,BL
KTR AG,CHE-108.673.982,Basel,BS
KUBERA Immobilien AG,CHE-351.966.475,Bottmingen,BL
Kübler AG,CHE-112.264.865,Grellingen,BL
Kübler Backwaren AG,CHE-105.823.765,Grellingen,BL
Kuboid Invest AG,CHE-235.995.644,Basel,BS
Küchen-Interieur Böhler-Oertlin AG,CHE-103.979.244,Riehen,BS
Kuhn Design AG,CHE-107.390.576,Basel,BS
Kulmacker Immobilien AG,CHE-102.760.269,Sissach,BL
kult.kino ag,CHE-105.848.512,Basel,BS
KULTQuartier Immobilien AG,CHE-337.709.123,Basel,BS
KULT & RAR AG,CHE-356.117.940,Pfeffingen,BL
Kulturbox AG,CHE-112.945.882,Basel,BS
Kulturhaus Palazzo Aktiengesellschaft,CHE-107.944.523,Liestal,BL
Kulturhuus Häbse AG,CHE-134.671.664,Basel,BS
Kulturwerk Bau AG,CHE-293.970.938,Basel,BS
Kumar Organic Products Europe AG,CHE-339.605.724,Basel,BS
Küminvest AG,CHE-114.045.819,Birsfelden,BL
Kunstbetrieb AG Münchenstein,CHE-113.167.696,Münchenstein,BL
Kunstguss beider Basel AG,CHE-405.335.970,Basel,BS
Kunstturnzentrum Rosen AG,CHE-111.725.906,Liestal,BL
Kunz Architekten ETH/SIA AG,CHE-313.236.513,Basel,BS
Kunz & Jeppesen AG,CHE-102.688.531,Reinach (BL),BL
Kupferhof AG,CHE-112.116.555,Liestal,BL
Kurhotel Bad Ramsach AG,CHE-102.656.353,Häfelfingen,BL
Kurier Schiffahrt + Spedition AG,CHE-108.037.817,Basel,BS
Kurita Switzerland AG,CHE-100.818.231,Allschwil,BL
KURRIS AG,CHE-114.036.631,Basel,BS
Kurt Borer AG,CHE-477.768.888,Reinach (BL),BL
Kurt Graf AG,CHE-100.075.346,Oltingen,BL
Kurt Kirchhofer Gartengestaltung AG,CHE-105.162.722,Brislach,BL
Kurt Schaffner AG Ingenieur- und Maschinenbau-Unternehmung,CHE-100.296.781,Therwil,BL
Kurt Schneider Automobile AG,CHE-102.070.147,Hölstein,BL
Kurtz Büromaschinen AG,CHE-106.770.982,Riehen,BS
"Kury AG, Baugeschäft",CHE-113.326.658,Reinach (BL),BL
Kurz Gartengestaltung AG,CHE-489.502.392,Bretzwil,BL
Kuster AG Car-Reisen,CHE-103.403.553,Pratteln,BL
Kuttlersboden-Immobilien AG,CHE-103.270.111,Allschwil,BL
Kuvertland AG,CHE-411.550.672,Aesch (BL),BL
KVALITO AG,CHE-147.216.140,Basel,BS
KV Basel AG,CHE-439.678.296,Basel,BS
kv pro AG,CHE-492.930.452,Liestal,BL
KWANT AG,CHE-238.329.395,Basel,BS
KWS Suisse AG,CHE-107.306.618,Basel,BS
Kyanite AG,CHE-102.739.252,Basel,BS
Kym AG,CHE-434.079.177,Diegten,BL
L1 ARCHITEKTEN AG,CHE-465.250.372,Arlesheim,BL
L3VANTA AG in Liquidation,CHE-382.579.944,Münchenstein,BL
Lab Force AG,CHE-104.986.169,Muttenz,BL
LabGlas AG,CHE-167.624.111,Riehen,BS
Labo Cosprophar AG,CHE-110.058.504,Basel,BS
La Bordelaise SA in Liquidation,CHE-107.825.568,Schönenbuch,BL
Laborlink AG,CHE-101.149.214,Muttenz,BL
Laborplaner Tonelli AG,CHE-111.988.972,Gelterkinden,BL
LaboTechSystems Holding AG,CHE-361.071.893,Reinach (BL),BL
LaboTechSystems LTS AG,CHE-107.417.784,Reinach (BL),BL
"LAC, AG für Kunstreproduktion und Originalgraphik",CHE-106.342.882,Basel,BS
"Lachenmeier AG, Schreinerei",CHE-102.090.664,Basel,BS
Lachenmeier Farben AG,CHE-213.304.947,Basel,BS
Lachenmeier Holding AG,CHE-115.249.649,Basel,BS
Lachenmeier La Tuilerie AG,CHE-183.686.346,Basel,BS
Lachmatt Beteiligungen AG,CHE-101.988.663,Eptingen,BL
Läckerli Huus AG,CHE-105.958.419,Frenkendorf,BL
LA CREE SA,CHE-101.968.123,Basel,BS
Lactuca Holding AG,CHE-204.956.200,Basel,BS
Ladenbau Schmidt AG,CHE-113.788.970,Frenkendorf,BL
Lagerhaus Birsfelden AG,CHE-102.429.886,Birsfelden,BL
Lagerhäuser Pratteln AG in Liquidation,CHE-103.361.446,Pratteln,BL
Lager und Logistik Bachmatten AG,CHE-115.980.314,Niederdorf,BL
La Gioia AG in Liquidation,CHE-284.230.831,Liestal,BL
Lagomag Holding AG,CHE-182.000.550,Basel,BS
Lahag AG,CHE-103.940.609,Basel,BS
Laida AG,CHE-309.272.434,Basel,BS
Lamello AG,CHE-101.161.528,Bubendorf,BL
LAMERO-TECH AG,CHE-189.327.957,Lausen,BL
Laminar Consulting AG,CHE-450.417.700,Pratteln,BL
Laminar E&S AG,CHE-107.367.583,Pratteln,BL
La Mirage AG,CHE-100.349.897,Basel,BS
Lamont Development AG,CHE-439.573.645,Basel,BS
Lampert Treuhand AG,CHE-113.002.546,Basel,BS
Lamprecht Logistik AG,CHE-199.690.106,Basel,BS
Lamprecht Pharma Logistics AG,CHE-113.324.872,Pratteln,BL
Lamprecht Transport AG,CHE-105.967.588,Basel,BS
LANA AP.MA International Legal Services AG,CHE-226.820.537,Basel,BS
Landgasthof Hard Fam. Rieder & Schaub AG,CHE-112.990.517,Zunzgen,BL
Landgasthof Riehen AG,CHE-355.843.340,Riehen,BS
Landhof-Garage AG,CHE-106.755.600,Basel,BS
LANDI Reba AG,CHE-104.967.249,Aesch (BL),BL
Landmark BioVentures AG,CHE-261.735.043,Basel,BS
Landschäftler AG,CHE-105.950.777,Gelterkinden,BL
Landskron AG,CHE-189.839.039,Basel,BS
Landskroner Bräu AG,CHE-295.909.358,Grellingen,BL
Land- und Baumaschinen Service AG,CHE-115.581.641,Ettingen,BL
Langel Agrarservice AG,CHE-184.271.255,Augst,BL
Langel + Pfirter AG,CHE-113.549.052,Augst,BL
Langer AG,CHE-108.388.228,Biel-Benken,BL
LANGER Wicklungsdrähte AG,CHE-113.698.261,Arlesheim,BL
Lang Kunststofftechnik AG,CHE-111.993.619,Pratteln,BL
Lang Metzgerei AG,CHE-107.791.656,Binningen,BL
LangPartners Immobilien AG,CHE-113.589.100,Muttenz,BL
Langueville SA,CHE-101.654.363,Basel,BS
Lanic AG,CHE-103.572.658,Basel,BS
Lanidea AG,CHE-188.721.949,Röschenz,BL
Lanz + Stilli AG,CHE-106.159.119,Lausen,BL
Lao Ma Consulting AG,CHE-331.903.448,Basel,BS
Lapa AG,CHE-188.388.502,Basel,BS
Lapanouse AG,CHE-101.401.862,Oberwil (BL),BL
Lasertec AG,CHE-103.793.395,Reinach (BL),BL
Laso AG,CHE-102.405.644,Binningen,BL
Lasso Technik AG,CHE-105.923.119,Basel,BS
Lastag Immobilien AG,CHE-101.578.710,Basel,BS
Latscha Schöllhorn Partner AG,CHE-478.593.976,Basel,BS
laua ag,CHE-168.371.154,Füllinsdorf,BL
Laube & Klein AG,CHE-105.176.871,Gelterkinden,BL
Laubi Innovent AG,CHE-105.318.243,Binningen,BL
Laubscher & Co. AG,CHE-102.317.313,Hölstein,BL
Laubscher Handels AG in Liquidation,CHE-107.436.474,Hölstein,BL
Lauer AG,CHE-146.252.133,Basel,BS
Laufen Bathrooms AG,CHE-101.906.866,Laufen,BL
LAUFEN Schweiz AG,CHE-105.987.987,Laufen,BL
Laufental International Express Transport AG,CHE-479.067.118,Reinach (BL),BL
Launchpad AG,CHE-141.152.458,Muttenz,BL
Laupper AG,CHE-107.731.878,Liestal,BL
Lavandula AG,CHE-104.041.010,Pratteln,BL
Lavatio AG,CHE-114.055.261,Basel,BS
Laverana International AG,CHE-113.162.687,Basel,BS
Lavino AG,CHE-107.734.374,Basel,BS
Lavrentis AG,CHE-104.823.679,Basel,BS
L + B AG Liegenschaftsberatung,CHE-107.400.051,Basel,BS
LB Engineering AG,CHE-104.848.142,Basel,BS
LB Fitness Group AG,CHE-194.816.802,Basel,BS
LBVH AG,CHE-424.781.376,Basel,BS
LDSMIL AG,CHE-278.795.295,Basel,BS
Leag AG Baumaschinen,CHE-107.731.677,Brislach,BL
Lean IT Consulting AG,CHE-451.621.143,Basel,BS
LEAVIS AG,CHE-250.678.197,Liestal,BL
Lebensraum Baselbiet AG,CHE-491.145.203,Liestal,BL
Le Bistrot SA,CHE-101.339.252,Basel,BS
Le Centre de l'Alchimiste SA,CHE-115.418.751,Basel,BS
Le Chêne Family Office AG,CHE-319.528.569,Basel,BS
Lederer & Partner AG,CHE-264.346.726,Basel,BS
Lederfärberei und Autosattlerei Schmid AG,CHE-106.223.295,Aesch (BL),BL
LedFox AG,CHE-112.980.594,Reinach (BL),BL
Ledjba AG,CHE-110.035.147,Aesch (BL),BL
Lefina Holding AG,CHE-102.676.930,Basel,BS
Leftclick AG,CHE-110.056.847,Allschwil,BL
"Legal, Tax & Consulting (LT&C) AG",CHE-433.678.085,Basel,BS
Le Grande SA,CHE-407.557.381,Basel,BS
Le Hameau des Crosets SA,CHE-112.622.611,Basel,BS
Lehenmatt-Apotheke AG,CHE-116.005.400,Basel,BS
Lehmann Herrenmode AG,CHE-258.980.636,Lausen,BL
Lehmann Rohrleitungsbau AG,CHE-104.782.684,Muttenz,BL
Lehmhuus AG,CHE-107.982.015,Aesch (BL),BL
Lehner + Tomaselli AG,CHE-103.999.123,Sissach,BL
Leif Reisen AG,CHE-103.547.637,Basel,BS
Leimapharm AG,CHE-108.519.677,Therwil,BL
Leimen-Apotheke AG,CHE-115.805.987,Therwil,BL
Leimen Immobilien AG,CHE-320.890.416,Wenslingen,BL
Leimenpark AG,CHE-102.405.242,Basel,BS
Lelec AG,CHE-465.782.717,Basel,BS
Lemakano AG,CHE-319.185.311,Basel,BS
Le Mimo AG in Liquidation,CHE-383.003.196,Basel,BS
Lenex Treuhand AG,CHE-106.145.229,Bottmingen,BL
Lenis SA,CHE-341.635.522,Basel,BS
Lenoco Holding AG,CHE-113.000.145,Basel,BS
Lenorplastics AG,CHE-107.944.687,Aesch (BL),BL
Lenos Verlag AG,CHE-108.815.489,Basel,BS
Lenox Biosciences AG,CHE-423.868.253,Basel,BS
LENUMI AG,CHE-110.582.886,Basel,BS
Leo Alter AG,CHE-437.711.824,Aesch (BL),BL
Leo Equity AG in Liquidation,CHE-456.920.995,Basel,BS
Leo Investment AG in Liquidation,CHE-110.472.298,Basel,BS
Leonardi AG,CHE-107.905.486,Reinach (BL),BL
LEONARDO AG - Ärzte für Orthopädie und Traumatologie,CHE-311.074.292,Münchenstein,BL
Leonhard Gerster AG,CHE-107.210.929,Laufen,BL
Leonhardt Spenglerei AG,CHE-107.731.619,Basel,BS
Le Plaza Basel-Stadt AG in Liquidation,CHE-207.765.808,Basel,BS
Lepton AG,CHE-142.917.347,Niederdorf,BL
Lerch Treuhand AG,CHE-114.942.966,Itingen,BL
Lergenmüller AG,CHE-107.304.648,Riehen,BS
Lerncenter Dreispitz AG,CHE-105.008.966,Basel,BS
